Name,PDGA Number,Rating,Province,Career Events,Career Wins,Career Earnings,Tournament Year,Tournament Name,Division,Finish Position
Shukur Bin Hasran,8515,,NS,Not specified,Not specified,Not specified,,,,
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,,,,
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2024,Blomidon Spring Tournament,Mixed Pro Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Battle on the Bann ‘23 in association with Flickline Disc golf,Mixed Pro Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Pro Open,12
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Mixed Pro Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline’s Rose Valley tour stop,Mixed Pro Open,4
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Canadian National Doubles Championships,Mixed Pro Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Pro Open,6
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Pro Open,9
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Dieppe Disc Demons Little Caesars Fun Doubles,Mixed Pro Open,4
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Tour Hillsborough,Mixed Pro Open,6
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,CBU Open,Mixed Pro 40+,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Stephenville open,Mixed Pro 40+,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Mauzy Day Classic Presented by FlickLine Disc Golf.,Mixed Pro 40+,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Fundy National Park Disc Golf Day Aug 16th,Mixed Pro 40+,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Wallace River last Dash,Mixed Pro 40+,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,HPDGC 2022 Club Opener,Open,4
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - New Minas,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,B Tier at Beech Hill,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,CBU Open: Presented by FlickLine Disc Golf,Open,8
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,Stephenville Open Presented by FlickLine Disc Golf,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,Corner brook flex start,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,Mauser Day Classic,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,The Kings Pine Cup Presented by FlickLine Disc Golf.,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Open,4
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,The Iron Leaf,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,Flickline Tour Hillsborough,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,Championship of the world in Wallace,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 PDGA Masters Disc Golf World Championships,Pro Masters 40+,60
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Hammonds Plains 2021 Season Opener,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf 4,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Sackville Reboot,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Huck It Flex start,Open,6
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Rose Valley Flex Start,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Open,6
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Flickline Tour Presented By Chain Reaction Disc Golf #7,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Flickline tour presented by Chain Reaction Disc Golf #8,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf #8.5,Open,9
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction,Open,6
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Iron Leaf,Open,7
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Gros Morne Flex Start,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Deer Lake Flex Start,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2021,Flickline tour championships presented by Chain Reaction Disc Golf,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Beech Hill 2 round’er,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Hillsborough Huck,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,"Island Championships - Chainsmoker Challenge ""Powered by Prodigy""",Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Windsor Summer Slam,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,2020 Sackville Showdown,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,SPORTWHEELS 1st Annual Chain Smash,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Atlantic Canadian Championships Flex Start - Hillcrest Farm,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Atlantic Canadian Championships Flex Start - Huck It Disc Golf,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Atlantic Canadian Championships Flex Start - Rose Valley Disc Golf,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,2020 Atlantic Canadian Championships presented by Dynamic Discs,Open,6
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,The 2020 Iron Leaf sponsored by the Landry Auto Group,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Mill River Open,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Out of the Orange Phase Halloween Classic,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2020,Tour Championships presented By FlickLine Disc Golf,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Glass Blown Open One Round Challenge 7:30AM SHOTGUN START C-Tier at Jones West Park,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Glass Blown Open One Round Challenge 7:30AM SHOTGUN START C-Tier at Peter Pan Park,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Glass Blown Open One Round Double-Disc Challenge at FHTC presented by Truly Unique (4/23),Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Dynamic Discs Glass Blown Open - National Tour,Open,126
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Glass Blown Open One Round Double-Disc Challenge at Hammond presented by Truly Unique (4/26),Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Glass Blown Open One Round Challenge 7:00AM SHOTGUN START C-Tier at Jones East Park,Open,8
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,Sackville Showdown,Open,4
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,Hub City Huck - Presented by Discraft,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,Capital City Cup,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,Canadian National Disc Golf Championships Powered By Innova Champion Discs,Open,35
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,The 2019 Iron Leaf,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,Le Phé-NOMININGUE - Flex Start - South - Camp course,Open,8
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,Le Phé-NOMININGUE - Flex Start - North - Golf course,Open,8
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,Le Phé-NOMININGUE powered by Prodigy Disc Canada,Open,8
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2019,MDGA Tour Championships,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Glass Blown Open Flex Start C-Tier at Swope (Cottonwood Falls),Open,9
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Glass Blown Open Flex Start C-Tier at Jones East,Open,31
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Glass Blown Open Flex Start XC-Tier at Hammond Park presented by Truly Unique Disc Golf,Open,6
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Glass Blown Open Flex Start C-Tier at Jones West,Open,8
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Glass Blown Open Flex Start C-Tier at Peter Pan Park,Open,7
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Glass Blown Open Flex Start XC-Tier at FHTC presented by Truly Unique Disc Golf,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Dynamic Discs Glass Blown Open - National Tour,Open,166
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Sackville Showdown,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Baille-y d’la gas Open,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,Capital City Cup - Presented by Allstate Insurance,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,The Clifton Classic,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,River Valley Fling Sponsored by Dynamic Discs,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2018,The Iron Leaf 5.0,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,DGDG Open,Open,15
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Glass Blown Open One Round Challenge at Jones West,Open,9
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Glass Blown Open One Round Double-Disc Challenge at Hammond Park presented by Truly Unique Disc Golf,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Dynamic Discs Glass Blown Open - National Tour,Open,144
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Sackville Showdown,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Red Island Open,Open,7
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Breakin Chains Disc Golf Presents the Muldoon Summer Slam,Open,4
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Vacationland Open - Pro,Open,17
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,Capital City Cup,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,2017 Toronto Island Maple Leaf / Canadian National Championships presented by Prodigy Disc,Open,27
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,River Valley Fling,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2017,2017 Iron Leaf,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,Showdown in Sackville,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,Elm City Open,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,Eastern Canadian Disc Golf Championships,Open,5
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,Red Isle Open,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,Toronto Island Maple Leaf presented by Prodigy Discs,Open,17
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,Capital City Clash,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,River Valley Fling,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2016,2016 Iron Leaf,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Dutch Disc Golf Series 2014/2015 #6,Open,11
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Sackville Open,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Canadian Nationals,Open,23
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Fredericton Open,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Pugwash Open,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Red Island Open,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Halifax Open,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2015,Iron Leaf,Open,3
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2014,Sackville Open,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2014,Elm City Open,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2014,Maritime Championships,Open,4
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2014,Harbourfest Open,Open,2
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2014,The Iron Leaf,Open,1
Benjamin Smith,34835,937,Nova Scotia,Not specified,Not specified,Not specified,2014,Porcupine Ridge PDGA Open,Open,19
Zachary MacDonald,34891,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,,,,
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #1 - The Glenaladale Spring Challenge,Mixed Pro 40+,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2023,Glenaladale Discmania open Flex Start,Mixed Pro 40+,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Pro 40+,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2023,NADGT Canada Exclusive: Huck-It - presented by Grip6,Mixed Amateur 1,14
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2022,Island champs tour #1 Huck It Open,Pro Masters 40+,2
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Island champs tour stop #2 2022 Huck the Valley,Pro Masters 40+,4
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Pro Masters 40+,17
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2022,NADGT Canada Exclusive: Huck-It/Hillcrest - presented by Grip6,Amateur Masters 40+,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2021,Flick-line Disc Golf Dieppe Fundraiser,Pro Masters 40+,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2021,Rose Valley Flex Start,Pro Masters 40+,5
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Pro Masters 40+,10
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf #8.5,Pro Masters 40+,5
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2021,"Hopyard Island Championships ""Powered by Prodigy """,Pro Masters 40+,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2021,Flickline tour championships presented by Chain Reaction Disc Golf,Pro Masters 40+,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,Beech Hill 2 round’er,Open,5
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,"Island Championships - Chainsmoker Challenge ""Powered by Prodigy""",Open,9
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,Hillsborough Huck,Pro Masters 40+,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,2020 Sackville Showdown,Pro Masters 40+,2
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,Atlantic Canadian Championships Flex Start - Hillcrest Farm,Pro Masters 40+,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,Atlantic Canadian Championships Flex Start - Huck It Disc Golf,Pro Masters 40+,4
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,Atlantic Canadian Championships Flex Start - Rose Valley Disc Golf,Pro Masters 40+,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,2020 Atlantic Canadian Championships presented by Dynamic Discs,Pro Masters 40+,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,The 2020 Iron Leaf sponsored by the Landry Auto Group,Pro Masters 40+,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,Out of the Orange Phase Halloween Classic,Pro Masters 40+,4
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2020,Tour Championships presented By FlickLine Disc Golf,Pro Masters 40+,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2019,The 2019 Iron Leaf,Open,10
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2019,MDGA Tour Championships,Open,7
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2019,La Grosse Coupe,Pro Masters 40+,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2019,Ettyville Super Spin Championship,Pro Masters 40+,2
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2019,Canadian Nationals Flex Start #1 - Hillcrest Farm Disc Golf Course,Pro Masters 40+,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2019,Canadian Nationals Flex Start #2 - Huck It Disc Golf Course,Pro Masters 40+,4
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2019,Canadian National Disc Golf Championships Powered By Innova Champion Discs,Pro Masters 40+,20
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2018,15th Annual Black Fly Fling,Pro Masters 40+,11
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2018,Outaouais Open,Pro Masters 40+,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2018,Oasis presents Le Championnat Provincial de Disc Golf du Québec driven by Innova,Pro Masters 40+,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2018,Nationals Week Flex Start C-Tier Hillcrest Farm Disc Golf Course,Pro Masters 40+,8
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2018,Canadian Disc Golf Championships - Pro Presented by Dynamic Discs,Pro Masters 40+,17
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2018,Ettyville Super Spin Championships,Pro Masters 40+,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2017,River Valley Fling,Open,4
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2017,Surprise of the Fools,Masters,5
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2017,14th Annual Black Fly Fling,Masters,4
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2017,Midland Summer Solstice VIII,Masters,10
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2017,Innova presents the ODSA Provincial Championships,Masters,7
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2017,2017 Toronto Island Maple Leaf / Canadian National Championships presented by Prodigy Disc,Masters,7
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2017,La Grosse Coupe,Masters,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,28th Memorial Championship presented by Discraft,Masters,50
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,O-Cup #1 Rivermede,Masters,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,Dynamic Discs Glass Blown Open,Masters,47
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,O-Cup #2 The Christie Lake Spring Fling,Masters,7
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,O-Cup #3- Black Fly Fling,Masters,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,"Red, White, and Booom Pro sponsored by Innova Disc Golf",Masters,7
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,Eastern Canadian Disc Golf Championships,Masters,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,Outaouais Open 2016 (MPO & MPM divisions),Masters,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,Toronto Island Maple Leaf presented by Prodigy Discs,Masters,16
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2016,La Grosse Coupe,Masters,2
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,Surprise of the Fools sponsored by Westside Discs,Advanced,18
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,Glass Blown Open One Round Challenge @ Peter Pan,Advanced,28
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,Glass Blown Open One Round Challenge @ Jones West,Advanced,26
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,Dynamic Discs Glass Blown Open sponsored by Latitude 64,Advanced,132
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,Vibram presents the Maple Hill Open - Am Side,Advanced,79
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,Summer Solstice VI,Advanced,8
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,2015 PDGA Amateur Worlds Mixed Doubles Championship,Advanced,9
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,2015 PDGA Amateur Disc Golf World Championships,Advanced,215
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,Toronto Island Maple Leaf presented by Latitude 64,Advanced,11
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2015,ODSA Provincial Championships,Advanced,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,The 26th Annual Memorial Championship presented by Discraft AM,Advanced,108
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,Vibram presents the Maple Hill Open - Am Side,Advanced,112
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,2014 ODGC Capital Classic,Advanced,1
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,Prodigy Disc - Ams Rochester Flying Disc Open,Advanced,45
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,ODSA Provincial Championships,Advanced,17
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,Toronto Island Maple Leaf presented by Discmania,Advanced,18
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,Surprise of the Fools,Intermediate,13
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,Rivermede,Intermediate,2
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,Shootout @ Bronte Creek + WGE,Intermediate,6
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2014,11th Annual Black Fly Fling,Intermediate,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2013,Christie Lake Spring Fling,Intermediate,24
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2013,Toronto Island Maple Leaf presented by Prodigy Disc,Intermediate,7
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2012,2012 Capital Classic,Intermediate,3
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2012,Toronto Island Maple Leaf,Intermediate,16
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2012,ODSA Gold Series Championship - Provincial Final,Intermediate,9
Steve Pike,43652,902,Nova Scotia,Not specified,Not specified,Not specified,2010,Etobicoke Valley Challenge VI,Advanced,16
Holly DeCoste,47002,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,,,,
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Mixed Pro Open,9
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MPO, MP40, FPO, FA1, MA1",Mixed Pro Open,12
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Pro 40+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Pro 40+,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estate Meltdown II,Mixed Pro Open,9
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Pro Open,15
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Pro Open,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Pro 40+,3
