Name,PDGA Number,Rating,Province,Career Events,Career Wins,Career Earnings,Tournament Year,Tournament Name,Division,Finish Position
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #2 - The Huck It Scramble,Mixed Pro 40+,2
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 40+,8
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 40+,5
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Mixed Amateur 40+,2
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,2023 Dieppe Disc Demons Open,Mixed Amateur 40+,11
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline’s Rose Valley tour stop,Mixed Amateur 40+,3
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,Don't Poke The Bear Presented by Circle 1 Disc,Mixed Amateur 40+,7
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Amateur 40+,6
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,Huck it Discmania open flex start,Mixed Amateur 40+,1
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 40+,1
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 40+,5
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Tour Hillsborough,Mixed Amateur 40+,3
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2023,Wallace River last Dash,Mixed Amateur 40+,1
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,HPDGC 2022 Club Opener,Advanced,10
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,Island champs tour #1 Huck It Open,Amateur Masters 40+,1
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,B Tier at Beech Hill,Amateur Masters 40+,2
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 IG Wealth Management Dieppe Disc Golf Open,Amateur Masters 40+,5
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Island champs tour stop #2 2022 Huck the Valley,Amateur Masters 40+,2
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,NSDGT - Hammonds Plains,Amateur Masters 40+,3
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,NADGT Canada Exclusive: Huck-It/Hillcrest - presented by Grip6,Amateur Masters 40+,2
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,The Kings Pine Cup Presented by FlickLine Disc Golf.,Amateur Masters 40+,4
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Amateur Masters 40+,7
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,Flickline Tour Hillsborough,Amateur Masters 40+,4
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2022,Championship of the world in Wallace,Amateur Masters 40+,1
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,Flick Line Disc Golf Presents Huck it Disc golf Tour Fundraiser,Amateur Masters 40+,7
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf PEI Alt event,Amateur Masters 40+,10
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,Rose Valley Season Opener,Amateur Masters 40+,4
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle DG: The Hillcrest Opener,Amateur Masters 40+,7
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle Disc Golf Summer 2021 - All Other Divs,Amateur Masters 40+,7
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red isle open,Amateur Masters 40+,4
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Amateur Masters 40+,7
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction,Amateur Masters 40+,6
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2020,2020 Atlantic Canadian Championships presented by Dynamic Discs,Amateur Masters 40+,10
Mitchell Murphy,144651,889,Prince Edward Island,Not specified,Not specified,Not specified,2020,Mill River Open,Intermediate,10
Logan Heffel,144681,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Jordan Ellis,145823,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2024,DGPEI Tour Stop #1 - Huck It,Mixed Amateur 1,2
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Mixed Amateur 2,6
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,NADGT Canada Exclusive: Huck-It - presented by Grip6,Mixed Amateur 2,1
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline’s Rose Valley tour stop,Mixed Amateur 2,1
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #2 - The Huck It Scramble,Mixed Amateur 2,2
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Amateur 2,2
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #4 - The Hillcrest Open,Mixed Amateur 2,5
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,Canadian National Doubles Championships,Mixed Amateur 2,3
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 2,2
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 2,5
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #5 - Tour Finale at Fox Meadow,Mixed Amateur 2,1
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2022,Island champs tour #1 Huck It Open,Intermediate,5
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2022,B Tier at Beech Hill,Intermediate,5
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Island champs tour stop #2 2022 Huck the Valley,Intermediate,2
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Intermediate,11
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2022,The Iron Leaf,Intermediate,12
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2022,Flickline Tour Hillsborough,Intermediate,6
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf PEI Alt event,Intermediate,2
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2021,Rose Valley Season Opener,Intermediate,2
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle DG: The Hillcrest Opener,Intermediate,9
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Intermediate,18
Blaise Roberts,146346,898,Prince Edward Island,Not specified,Not specified,Not specified,2020,Mill River Open,Intermediate,16
Esther Hovingh,146601,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Julia Campbell,147643,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2024,DGPEI Tour Stop #1 - Huck It,Mixed Amateur 40+,7
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Mixed Amateur 1,27
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,2023 Dieppe Disc Demons Open,Mixed Amateur 1,15
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline’s Rose Valley tour stop,Mixed Amateur 1,9
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,The Handpie Co Presents 2023 PEI CWE @ Huck It,Mixed Amateur 1,1
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,NADGT Canada Exclusive: Huck-It - presented by Grip6,Mixed Amateur 2,4
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Amateur 2,5
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,Dieppe Classic,Mixed Amateur 2,3
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,Huck it Discmania open flex start,Mixed Amateur 2,5
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 2,16
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 2,4
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2022,Red Isle Open Rose Valley 2022,Advanced,2
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2022,NADGT Canada Exclusive: Huck-It/Hillcrest - presented by Grip6,Intermediate,1
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2022,The Kings Pine Cup Presented by FlickLine Disc Golf.,Intermediate,10
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2022,Huck it Canadian nationals Flex Start,Intermediate,1
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Intermediate,41
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,"Hopyard Island Championships ""Powered by Prodigy """,Advanced,7
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf PEI Alt event,Intermediate,6
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,Rose Valley Season Opener,Intermediate,3
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle DG: The Hillcrest Opener,Intermediate,18
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle Disc Golf Summer 2021 - All Other Divs,Intermediate,8
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red isle open,Intermediate,2
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Intermediate,19
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction,Intermediate,8
Craig Campbell,147653,871,Prince Edward Island,Not specified,Not specified,Not specified,2021,Flick Line Disc Golf Presents Huck it Disc golf Tour Fundraiser,Recreational,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Pro 50+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2024,DGPEI Tour Stop #1 - Huck It,Mixed Amateur 50+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Dieppe Disc Demons Little Caesars Fun Doubles,Mixed Pro Open,7
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #2 - The Huck It Scramble,Mixed Pro 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Pro 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Pro 50+,3
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Tour Hillsborough,Mixed Pro 50+,3
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #5 - Tour Finale at Fox Meadow,Mixed Amateur 1,4
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 40+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,2023 Dieppe Disc Demons Open,Mixed Amateur 40+,6
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Don't Poke The Bear Presented by Circle 1 Disc,Mixed Amateur 40+,4
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #4 - The Hillcrest Open,Mixed Amateur 40+,3
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Canadian National Doubles Championships,Mixed Amateur 40+,3
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Mixed Amateur 50+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline’s Rose Valley tour stop,Mixed Amateur 50+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,CBU Open,Mixed Amateur 50+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Dieppe Classic,Mixed Amateur 50+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 50+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,Island champs tour #1 Huck It Open,Pro Masters 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Island champs tour stop #2 2022 Huck the Valley,Pro Masters 40+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,B Tier at Beech Hill,Amateur Masters 40+,6
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 IG Wealth Management Dieppe Disc Golf Open,Amateur Masters 40+,3
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,Bruce Wood Open,Amateur Masters 40+,6
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,NADGT Canada Exclusive: Huck-It/Hillcrest - presented by Grip6,Amateur Masters 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,The Kings Pine Cup Presented by FlickLine Disc Golf.,Amateur Masters 40+,3
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,Huck it Canadian nationals Flex Start,Amateur Masters 40+,4
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Amateur Masters 40+,6
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,The Iron Leaf,Amateur Masters 40+,7
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,Championship of the world in Wallace,Amateur Masters 40+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2022,Kings Pine Canadian Nationals Flex Start,Amateur Masters 50+,8
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,Flick Line Disc Golf Presents Huck it Disc golf Tour Fundraiser,Amateur Masters 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf PEI Alt event,Amateur Masters 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,Rose Valley Season Opener,Amateur Masters 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle DG: The Hillcrest Opener,Amateur Masters 40+,1
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle Disc Golf Summer 2021 - All Other Divs,Amateur Masters 40+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red isle open,Amateur Masters 40+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,"Hopyard Island Championships ""Powered by Prodigy """,Amateur Masters 40+,2
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction,Amateur Masters 40+,3
Alan Gallant,147688,906,Prince Edward Island,Not specified,Not specified,Not specified,2020,Mill River Open,Intermediate,2
Shaun Matheson,147689,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Tannis Wood,147752,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Josh Matheson,148050,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #1 - The Glenaladale Spring Challenge,Mixed Amateur 1,6
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #4 - The Hillcrest Open,Mixed Amateur 2,3
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #5 - Tour Finale at Fox Meadow,Mixed Amateur 2,4
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2022,The Kings Pine Cup Presented by FlickLine Disc Golf.,Intermediate,5
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2022,Huck it Canadian nationals Flex Start,Intermediate,7
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Intermediate,8
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction Disc Golf PEI Alt event,Intermediate,3
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle DG: The Hillcrest Opener,Intermediate,15
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle Disc Golf Summer 2021 - All Other Divs,Intermediate,4
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Intermediate,10
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2021,"Hopyard Island Championships ""Powered by Prodigy """,Intermediate,8
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction,Intermediate,5
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2021,Flick Line Disc Golf Presents Huck it Disc golf Tour Fundraiser,Recreational,1
Matt Hodder,149152,895,Prince Edward Island,Not specified,Not specified,Not specified,2020,Mill River Open,Intermediate,13
Brian Strongman,149371,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Tyler Hainer,150998,,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2024,DGPEI Tour Stop #1 - Huck It,Mixed Amateur 1,6
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #1 - The Glenaladale Spring Challenge,Mixed Amateur 1,3
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #2 - The Huck It Scramble,Mixed Amateur 1,2
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Amateur 1,4
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 1,32
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #5 - Tour Finale at Fox Meadow,Mixed Amateur 1,1
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,Bronte Creek Classic XXV - Open & Advanced,Advanced,14
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,Late Autumn Disc Yes Golf and Glorious Activities,Advanced,12
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,Winter Thaw Early Bird - Powered by Gripped and Ripped Disc Sports - MA and Juniors,Intermediate,14
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,"The 2022 Christie Lake Spring Fling Sponsored by Dynamic Discs, a GDG $5K/$10K Event",Intermediate,11
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,The Dynamic Discs Tournament Capital Open Presented By Okanagan Disc Supply,Intermediate,7
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,Huck it Canadian nationals Flex Start,Intermediate,7
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,Kings Pine Canadian Nationals Flex Start,Intermediate,3
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Intermediate,15
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2021,Toronto Island Maple Leaf - XII,Advanced,11
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2021,The Bronte Creek Classic 24th,Advanced,24
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2021,Red Isle Disc Golf Summer 2021 - All Other Divs,Intermediate,10
Josh Coles,151226,910,Prince Edward Island,Not specified,Not specified,Not specified,2021,Foxwood Open,Red,16
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,,,,
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2024,DGPEI Tour Stop #1 - Huck It,Mixed Amateur 40+,6
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Amateur 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Dieppe Disc Demons Little Caesars Fun Doubles,Mixed Pro Open,7
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 40+,3
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Mixed Amateur 40+,3
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,2023 Dieppe Disc Demons Open,Mixed Amateur 40+,4
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline’s Rose Valley tour stop,Mixed Amateur 40+,7
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Bruce Wood Open,Mixed Amateur 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,CBU Open,Mixed Amateur 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Don't Poke The Bear Presented by Circle 1 Disc,Mixed Amateur 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Amateur 40+,1
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Dieppe Classic,Mixed Amateur 40+,12
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #4 - The Hillcrest Open,Mixed Amateur 40+,1
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Canadian National Doubles Championships,Mixed Amateur 40+,3
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 40+,30
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 40+,3
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Flickline Tour Hillsborough,Mixed Amateur 40+,6
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2023,Wallace River last Dash,Mixed Amateur 40+,3
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,HPDGC 2022 Club Opener,Amateur Masters 40+,1
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,Island champs tour #1 Huck It Open,Amateur Masters 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,B Tier at Beech Hill,Amateur Masters 40+,4
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 IG Wealth Management Dieppe Disc Golf Open,Amateur Masters 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,2022 Island champs tour stop #2 2022 Huck the Valley,Amateur Masters 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,Bruce Wood Open,Amateur Masters 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,NSDGT - Hammonds Plains,Amateur Masters 40+,5
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,NADGT Canada Exclusive: Huck-It/Hillcrest - presented by Grip6,Amateur Masters 40+,6
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,Huck it Canadian nationals Flex Start,Amateur Masters 40+,2
Cyril Williams,152246,893,Prince Edward Island,Not specified,Not specified,Not specified,2022,Kings Pine Canadian Nationals Flex Start,Amateur Masters 40+,4
